Unnamed: 0,Balanza Comercial,Unnamed: 0,Balanza Comercial,Unnamed: 0,Balanza Comercial,fecha,Reservas,fecha,valor
,,,,,,12/22/2022,43267,,
,,,,,,12/23/2022,43470,,
,,,,,,12/26/2022,43545,,
,,,,,,12/27/2022,43655,,
,,,,,,12/28/2022,43802,,
,,,,,,12/29/2022,44170,,
,,,,,,12/30/2022,44598,,
,,,,,,1/2/2023,44608,,
,,,,,,1/3/2023,44613,,
,,,,,,1/4/2023,44694,,
,,,,,,1/5/2023,44838,,
,,,,,,1/6/2023,44432,,
,,,,,,1/9/2023,43371,,
,,,,,,1/10/2023,43395,,
,,,,,,1/11/2023,43406,,
,,,,,,1/12/2023,43534,,
,,,,,,1/13/2023,43115,,
,,,,,,1/16/2023,42987,,
,,,,,,1/17/2023,42890,,
,,,,,,1/18/2023,42845,,
,,,,,,1/19/2023,42816,,
,,,,,,1/20/2023,42710,,
,,,,,,1/23/2023,42659,,
,,,,,,1/24/2023,42649,,
,,,,,,1/25/2023,42481,,
,,,,,,1/26/2023,42274,,
,,,,,,1/27/2023,42265,,
,,,,,,1/30/2023,41518,,
,,,,,,1/31/2023,41417,,
,,,,,,2/1/2023,41379,,
,,,,,,2/2/2023,41314,,
,,,,,,2/3/2023,41022,,
,,,,,,2/6/2023,40288,,
,,,,,,2/7/2023,40287,,
,,,,,,2/8/2023,40169,,
,,,,,,2/9/2023,40076,,
,,,,,,2/10/2023,40012,,
,,,,,,2/13/2023,40008,,
,,,,,,2/14/2023,40009,,
,,,,,,2/15/2023,39561,,
,,,,,,2/16/2023,39514,,
,,,,,,2/17/2023,39335,,
,,,,,,2/22/2023,39261,,
,,,,,,2/23/2023,39183,,
,,,,,,2/24/2023,39006,,
,,,,,,2/27/2023,39045,,
,,,,,,2/28/2023,38709,,
,,,,,,3/1/2023,38722,,
,,,,,,3/2/2023,38584,,
,,,,,,3/3/2023,38598,,
,,,,,,3/6/2023,38517,,
,,,,,,3/7/2023,38323,,
,,,,,,3/8/2023,38272,,
,,,,,,3/9/2023,38180,,
,,,,,,3/10/2023,38208,,
,,,,,,3/13/2023,38331,,
,,,,,,3/14/2023,38142,,
,,,,,,3/15/2023,37783,,
,,,,,,3/16/2023,37712,,
,,,,,,3/17/2023,37672,,
,,,,,,3/20/2023,38008,,
,,,,,,3/21/2023,37837,,
,,,,,,3/22/2023,37596,,
,,,,,,3/23/2023,37606,,
,,,,,,3/27/2023,37161,,
,,,,,,3/28/2023,37076,,
,,,,,,3/29/2023,36851,,
,,,,,,3/30/2023,36509,,
,,,,,,3/31/2023,39060,,
,,,,,,4/3/2023,38809,,
,,,,,,4/4/2023,38777,,
,,,,,,4/5/2023,38662,,
,,,,,,4/10/2023,37210,,
,,,,,,4/11/2023,37218,,
,,,,,,4/12/2023,37224,,
,,,,,,4/13/2023,37538,,
,,,,,,4/14/2023,36901,,
,,,,,,4/17/2023,36731,,
,,,,,,4/18/2023,36638,,
,,,,,,4/19/2023,36365,,
,,,,,,4/20/2023,36413,,
,,,,,,4/21/2023,36503,,
,,,,,,4/24/2023,36569,,
,,,,,,4/25/2023,36478,,
,,,,,,4/26/2023,36354,,
,,,,,,4/27/2023,36104,,
,,,,,,4/28/2023,35001,,
,,,,,,5/2/2023,35080,,
,,,,,,5/3/2023,34891,,
,,,,,,5/4/2023,34130,,
,,,,,,5/5/2023,34008,,
,,,,,,5/8/2023,33944,,
,,,,,,5/9/2023,33850,,
,,,,,,5/10/2023,33723,,
,,,,,,5/11/2023,33631,,
,,,,,,5/12/2023,33588,,
,,,,,,5/15/2023,33481,,
,,,,,,5/16/2023,33350,,
,,,,,,5/17/2023,33298,,
,,,,,,5/18/2023,33132,,
,,,,,,5/19/2023,33159,,
,,,,,,5/22/2023,33062,,
,,,,,,5/23/2023,32910,,
,,,,,,5/24/2023,32966,,
,,,,,,5/29/2023,32883,,
,,,,,,5/30/2023,32813,,
,,,,,,5/31/2023,33001,,
,,,,,,6/1/2023,33067,,
,,,,,,6/2/2023,32998,,
,,,,,,6/5/2023,33011,,
,,,,,,6/6/2023,32871,,
,,,,,,6/7/2023,32725,,
,,,,,,6/8/2023,32680,,
,,,,,,6/9/2023,32488,,
,,,,,,6/12/2023,32363,,
,,,,,,6/13/2023,32366,,
,,,,,,6/14/2023,32336,,
,,,,,,6/15/2023,32141,,
,,,,,,6/16/2023,31852,,
,,,,,,6/21/2023,31616,,
,,,,,,6/22/2023,31455,,
,,,,,,6/23/2023,31279,,
,,,,,,6/26/2023,31154,,
,,,,,,6/27/2023,31026,,
,,,,,,6/28/2023,30859,,
,,,,,,6/29/2023,30785,,
,,,,,,6/30/2023,27926,,
,,,,,,7/3/2023,27898,,
,,,,,,7/4/2023,27721,,
,,,,,,7/5/2023,27529,,
,,,,,,7/6/2023,27436,,
,,,,,,7/7/2023,26616,,
,,,,,,7/10/2023,26550,,
,,,,,,7/11/2023,26416,,
,,,,,,7/12/2023,26335,,
,,,,,,7/13/2023,26189,,
,,,,,,7/14/2023,26036,,
,,,,,,7/17/2023,25849,,
,,,,,,7/18/2023,25765,,
,,,,,,7/19/2023,25501,,
,,,,,,7/20/2023,25441,,
,,,,,,7/21/2023,25210,,
,,,,,,7/24/2023,25280,,
,,,,,,7/25/2023,25350,,
,,,,,,7/26/2023,25258,,
,,,,,,7/27/2023,25349,,
,,,,,,7/28/2023,25651,,
,,,,,,7/31/2023,24092,,
,,,,,,8/1/2023,24042,,
,,,,,,8/2/2023,24020,,
,,,,,,8/3/2023,24146,,
,,,,,,8/4/2023,24372,,
,,,,,,8/7/2023,24268,,
,,,,,,8/8/2023,24129,,
,,,,,,8/9/2023,23891,,
,,,,,,8/10/2023,23828,,
,,,,,,8/11/2023,23671,,
,,,,,,8/14/2023,23762,,
,,,,,,8/15/2023,23667,,
,,,,,,8/16/2023,23612,,
,,,,,,8/17/2023,23721,,
,,,,,,8/18/2023,23637,,
,,,,,,8/22/2023,23639,,
,,,,,,8/23/2023,29004,,
,,,,,,8/24/2023,28995,,
,,,,,,8/25/2023,27955,,
,,,,,,8/28/2023,28011,,
,,,,,,8/29/2023,28035,,
,,,,,,8/30/2023,27942,,
,,,,,,8/31/2023,27818,,
,,,,,,9/1/2023,27824,,
,,,,,,9/4/2023,27775,,
,,,,,,9/5/2023,27679,,
,,,,,,9/6/2023,27630,,
,,,,,,9/7/2023,27651,,
,,,,,,9/8/2023,27686,,
,,,,,,9/11/2023,27737,,
,,,,,,9/12/2023,27767,,
,,,,,,9/13/2023,27786,,
,,,,,,9/14/2023,27784,,
,,,,,,9/15/2023,27530,,
,,,,,,9/18/2023,27470,,
,,,,,,9/19/2023,27438,,
,,,,,,9/20/2023,27425,,
,,,,,,9/21/2023,27342,,
,,,,,,9/22/2023,27254,,
,,,,,,9/25/2023,27204,,
,,,,,,9/26/2023,27152,,
,,,,,,9/27/2023,27057,,
,,,,,,9/28/2023,27068,,
,,,,,,9/29/2023,26925,,
,,,,,,10/2/2023,26634,,
,,,,,,10/3/2023,26558,,
,,,,,,10/4/2023,26470,,
,,,,,,10/5/2023,26382,,
,,,,,,10/6/2023,26262,,
,,,,,,10/9/2023,26269,,
,,,,,,10/10/2023,26059,,
,,,,,,10/11/2023,25772,,
,,,,,,10/12/2023,25225,,
,,,,,,10/17/2023,24995,,
,,,,,,10/18/2023,24789,,
,,,,,,10/19/2023,24793,,
,,,,,,10/20/2023,24543,,
,,,,,,10/23/2023,24553,,
,,,,,,10/24/2023,24556,,
,,,,,,10/25/2023,24499,,
,,,,,,10/26/2023,24553,,
,,,,,,10/27/2023,24561,,
,,,,,,10/30/2023,24614,,
,,,,,,10/31/2023,22559,,
,,,,,,11/1/2023,21876,,
,,,,,,11/2/2023,21878,,
,,,,,,11/3/2023,21883,,
,,,,,,11/7/2023,20928,,
,,,,,,11/8/2023,20938,,
,,,,,,11/9/2023,20950,,
,,,,,,11/10/2023,20905,,
,,,,,,11/13/2023,20977,,
,,,,,,11/14/2023,21167,,
,,,,,,11/15/2023,21102,,
,,,,,,11/16/2023,21403,,
,,,,,,11/17/2023,21505,,
,,,,,,11/21/2023,21631,,
,,,,,,11/22/2023,21539,,
,,,,,,11/23/2023,21554,,
,,,,,,11/24/2023,21551,,
,,,,,,11/27/2023,21538,,
,,,,,,11/28/2023,21535,,
,,,,,,11/29/2023,21603,,
,,,,,,11/30/2023,21513,,
,,,,,,12/1/2023,21428,,
,,,,,,12/4/2023,21329,,
,,,,,,12/5/2023,21345,,
,,,,,,12/6/2023,21168,,
,,,,,,12/7/2023,21209,,
,,,,,,12/11/2023,21017,,
,,,,,,12/12/2023,20920,,
,,,,,,12/13/2023,21133,,
,,,,,,12/14/2023,21499,,
,,,,,,12/15/2023,21451,,
,,,,,,12/18/2023,21477,,
,,,,,,12/19/2023,22663,,
,,,,,,12/20/2023,22758,,
,,,,,,12/21/2023,22209,,
,,,,,,12/22/2023,22581,,
,,,,,,12/26/2023,22571,,
,,,,,,12/27/2023,22763,,
,,,,,,12/28/2023,23125,,
,,,,,,12/29/2023,23073,,
,,,,,,1/2/2024,23470,,
,,,,,,1/3/2024,23677,,
,,,,,,1/4/2024,23835,,
,,,,,,1/5/2024,24119,,
,,,,,,1/8/2024,23233,,
,,,,,,1/9/2024,23286,,
,,,,,,1/10/2024,23411,,
,,,,,,1/11/2024,23571,,
,,,,,,1/12/2024,23980,,
,,,,,,1/15/2024,24001,,
,,,,,,1/16/2024,23972,,
,,,,,,1/17/2024,24167,,
,,,,,,1/18/2024,24300,,
,,,,,,1/19/2024,24427,,
,,,,,,1/22/2024,24488,,
,,,,,,1/23/2024,24675,,
,,,,,,1/24/2024,24848,,
,,,,,,1/25/2024,24859,,
,,,,,,1/26/2024,25007,,
,,,,,,1/29/2024,25158,,
,,,,,,1/30/2024,25105,,
,,,,,,1/31/2024,27642,,
,,,,,,2/1/2024,27072,,
,,,,,,2/2/2024,27016,,
,,,,,,2/5/2024,26991,,
,,,,,,2/6/2024,26414,,
,,,,,,2/7/2024,26483,,
,,,,,,2/8/2024,26377,,
,,,,,,2/9/2024,26502,,
,,,,,,2/14/2024,26603,,
,,,,,,2/15/2024,26641,,
,,,,,,2/16/2024,26860,,
,,,,,,2/19/2024,26859,,
,,,,,,2/20/2024,27104,,
,,,,,,2/21/2024,27140,,
,,,,,,2/22/2024,27347,,
,,,,,,2/23/2024,27485,,
,,,,,,2/26/2024,27490,,
,,,,,,2/27/2024,27558,,
,,,,,,2/28/2024,27597,,
,,,,,,2/29/2024,26690,,
,,,,,,3/1/2024,27334,,
,,,,,,3/4/2024,27641,,
,,,,,,3/5/2024,27755,,
,,,,,,3/6/2024,27854,,
,,,,,,3/7/2024,28049,,
,,,,,,3/8/2024,28221,,
,,,,,,3/11/2024,28296,,
,,,,,,3/12/2024,28272,,
,,,,,,3/13/2024,28488,,
,,,,,,3/14/2024,28489,,
,,,,,,3/15/2024,28209,,
,,,,,,3/18/2024,28176,,
,,,,,,3/19/2024,27979,,
,,,,,,3/20/2024,28041,,
,,,,,,3/21/2024,28107,,
,,,,,,3/22/2024,28025,,
,,,,,,3/25/2024,28266,,
,,,,,,3/26/2024,27644,,
,,,,,,3/27/2024,27127,,
,,,,,,4/3/2024,27882,,
,,,,,,4/4/2024,28400,,
,,,,,,4/5/2024,28765,,
,,,,,,4/8/2024,28904,,
,,,,,,4/9/2024,29043,,
,,,,,,4/10/2024,29047,,
,,,,,,4/11/2024,29181,,
,,,,,,4/12/2024,29321,,
,,,,,,4/15/2024,29240,,
,,,,,,4/16/2024,29360,,
,,,,,,4/17/2024,29471,,
,,,,,,4/18/2024,29717,,
,,,,,,4/19/2024,29850,,
,,,,,,4/22/2024,29907,,
,,,,,,4/23/2024,29899,,
,,,,,,4/24/2024,30023,,
,,,,,,4/25/2024,30096,,
,,,,,,4/26/2024,30141,,
,,,,,,4/29/2024,29869,,
,,,,,,4/30/2024,27578,,
,,,,,,5/2/2024,28200,,
,,,,,,5/3/2024,28381,,
,,,,,,5/6/2024,27688,,
,,,,,,5/7/2024,27791,,
,,,,,,5/8/2024,27967,,
,,,,,,5/9/2024,28037,,
,,,,,,5/10/2024,28361,,
,,,,,,5/13/2024,28325,,
,,,,,,5/14/2024,28368,,
,,,,,,5/15/2024,28271,,
,,,,,,5/16/2024,28576,,
,,,,,,5/17/2024,28801,,
,,,,,,5/20/2024,28899,,
,,,,,,5/21/2024,29062,,
,,,,,,5/22/2024,29081,,
,,,,,,5/23/2024,29005,,
,,,,,,5/24/2024,29116,,
,,,,,,5/27/2024,29157,,
,,,,,,5/28/2024,29186,,
,,,,,,5/29/2024,29191,,
,,,,,,5/30/2024,29066,,
,,,,,,5/31/2024,28664,,
,,,,,,6/3/2024,29134,,
,,,,,,6/4/2024,29289,,
,,,,,,6/5/2024,29368,,
,,,,,,6/6/2024,29415,,
,,,,,,6/7/2024,29300,,
,,,,,,6/10/2024,29237,,
,,,,,,6/11/2024,29212,,
,,,,,,6/12/2024,29268,,
,,,,,,6/13/2024,29277,,
,,,,,,6/14/2024,29172,,
,,,,,,6/18/2024,29959,,
,,,,,,6/19/2024,29946,,
,,,,,,6/24/2024,29716,,
,,,,,,6/25/2024,29783,,
,,,,,,6/26/2024,29886,,
,,,,,,6/27/2024,29747,,
,,,,,,6/28/2024,29022,,
,,,,,,7/1/2024,29615,,
,,,,,,7/2/2024,29646,,
,,,,,,7/3/2024,29812,,
,,,,,,7/4/2024,29819,,
,,,,,,7/5/2024,29950,,
,,,,,,7/8/2024,28348,,
,,,,,,7/10/2024,28098,,
,,,,,,7/11/2024,28235,,
,,,,,,7/12/2024,28282,,
,,,,,,7/15/2024,28177,,
,,,,,,7/16/2024,27623,,
,,,,,,7/17/2024,27583,,
,,,,,,7/18/2024,27607,,
,,,,,,7/19/2024,27565,,
,,,,,,7/22/2024,27425,,
,,,,,,7/23/2024,27437,,
,,,,,,7/24/2024,27532,,
,,,,,,7/25/2024,27330,,
,,,,,,7/26/2024,27311,,
,,,,,,7/29/2024,27132,,
,,,,,,7/30/2024,26997,,
,,,,,,7/31/2024,26402,,
,,,,,,8/1/2024,27069,,
,,,,,,8/2/2024,27571,,
,,,,,,8/5/2024,28191,,
,,,,,,8/6/2024,27310,,
,,,,,,8/7/2024,27231,,
,,,,,,8/8/2024,27376,,
,,,,,,8/9/2024,27391,,
,,,,,,8/12/2024,27473,,
,,,,,,8/13/2024,27585,,
,,,,,,8/14/2024,27571,,
,,,,,,8/15/2024,27419,,
,,,,,,8/16/2024,27541,,
,,,,,,8/19/2024,27512,,
,,,,,,8/20/2024,27674,,
,,,,,,8/21/2024,27662,,
,,,,,,8/22/2024,27658,,
,,,,,,8/23/2024,27845,,
,,,,,,8/26/2024,27874,,
,,,,,,8/27/2024,27954,,
,,,,,,8/28/2024,27861,,
,,,,,,8/29/2024,27767,,
,,,,,,8/30/2024,26719,,
,,,,,,9/2/2024,26651,,
,,,,,,9/3/2024,27377,,
,,,,,,9/4/2024,27354,,
,,,,,,9/5/2024,27436,,
,,,,,,9/6/2024,27464,,
,,,,,,9/9/2024,27400,,
,,,,,,9/10/2024,27244,,
,,,,,,9/11/2024,27219,,
,,,,,,9/12/2024,27316,,
,,,,,,9/13/2024,27420,,
,,,,,,9/16/2024,26940,,
,,,,,,9/17/2024,26909,,
,,,,,,9/18/2024,27011,,
,,,,,,9/19/2024,27129,,
,,,,,,9/20/2024,27264,,
,,,,,,9/23/2024,27343,,
,,,,,,9/24/2024,28241,,
,,,,,,9/25/2024,28834,,
,,,,,,9/26/2024,29164,,
,,,,,,9/27/2024,29174,,
,,,,,,9/30/2024,27172,,
,,,,,,10/1/2024,28461,,
,,,,,,10/2/2024,29138,,
,,,,,,10/3/2024,29231,,
,,,,,,10/4/2024,28313,,
,,,,,,10/7/2024,28557,,
,,,,,,10/8/2024,28388,,
,,,,,,10/9/2024,28346,,
,,,,,,10/10/2024,28632,,
,,,,,,10/14/2024,28702,,
,,,,,,10/15/2024,28271,,
,,,,,,10/16/2024,28294,,
,,,,,,10/17/2024,28273,,
,,,,,,10/18/2024,28488,,
,,,,,,10/21/2024,28314,,
,,,,,,10/22/2024,28416,,
,,,,,,10/23/2024,28511,,
,,,,,,10/24/2024,29057,,
,,,,,,10/25/2024,29163,,
,,,,,,10/28/2024,29368,,
,,,,,,10/29/2024,29669,,
,,,,,,10/30/2024,29863,,
,,,,,,10/31/2024,28618,,
,,,,,,11/1/2024,29603,,
,,,,,,11/4/2024,30182,,
,,,,,,11/5/2024,30432,,
,,,,,,11/7/2024,29668,,
,,,,,,11/8/2024,29838,,
,,,,,,11/11/2024,29859,,
,,,,,,11/12/2024,29962,,
,,,,,,11/13/2024,30023,,
,,,,,,11/14/2024,30193,,
,,,,,,11/15/2024,29878,,
,,,,,,11/19/2024,30274,,
,,,,,,11/20/2024,30494,,
,,,,,,11/21/2024,30845,,
,,,,,,11/22/2024,30874,,
,,,,,,11/25/2024,30879,,
,,,,,,11/26/2024,30928,,
,,,,,,11/27/2024,31484,,
,,,,,,11/28/2024,31637,,
,,,,,,11/29/2024,30214,,
,,,,,,12/2/2024,31314,,
,,,,,,12/3/2024,31240,,
,,,,,,12/4/2024,31266,,
,,,,,,12/5/2024,31534,,
,,,,,,12/6/2024,31531,,
,,,,,,12/9/2024,31512,,
,,,,,,12/10/2024,31619,,
,,,,,,12/11/2024,31988,,
,,,,,,12/12/2024,31849,,
,,,,,,12/13/2024,31937,,
,,,,,,12/16/2024,31744,,
,,,,,,12/17/2024,32257,,
,,,,,,12/18/2024,32255,,
,,,,,,12/19/2024,32243,,
,,,,,,12/20/2024,32864,,
,,,,,,12/23/2024,32688,,
,,,,,,12/26/2024,32413,,
,,,,,,12/27/2024,31524,,
,,,,,,12/30/2024,29612,,
,,,,,,1/2/2025,31706,,
,,,,,,1/3/2025,32774,,
,,,,,,1/6/2025,32805,,
,,,,,,1/7/2025,32903,,
,,,,,,1/8/2025,31176,,
,,,,,,1/9/2025,30904,,
,,,,,,1/10/2025,31038,,
,,,,,,1/13/2025,30835,,
,,,,,,1/14/2025,30704,,
,,,,,,1/15/2025,30624,,
,,,,,,1/16/2025,30707,,
,,,,,,1/17/2025,30518,,
,,,,,,1/20/2025,30593,,
,,,,,,1/21/2025,30282,,
,,,,,,1/22/2025,30140,,
,,,,,,1/23/2025,29838,,
,,,,,,1/24/2025,29970,,
,,,,,,1/27/2025,29834,,
,,,,,,1/28/2025,29802,,
,,,,,,1/29/2025,29648,,
,,,,,,1/30/2025,29429,,
,,,,,,1/31/2025,28310,,
,,,,,,2/3/2025,29453,,
,,,,,,2/4/2025,29427,,
,,,,,,2/5/2025,29354,,
,,,,,,2/6/2025,28743,,
,,,,,,2/7/2025,28889,,
,,,,,,2/10/2025,28938,,
,,,,,,2/11/2025,28898,,
,,,,,,2/12/2025,28925,,
,,,,,,2/13/2025,28894,,
,,,,,,2/14/2025,28801,,
,,,,,,2/17/2025,28747,,
,,,,,,2/18/2025,28405,,
,,,,,,2/19/2025,28362,,
,,,,,,2/20/2025,28578,,
,,,,,,2/21/2025,28495,,
,,,,,,2/24/2025,28603,,
,,,,,,2/25/2025,28685,,
,,,,,,2/26/2025,28714,,
,,,,,,2/27/2025,28586,,
,,,,,,2/28/2025,28117,,
,,,,,,3/5/2025,27991,,
,,,,,,3/6/2025,28181,,
,,,,,,3/7/2025,28090,,
,,,,,,3/10/2025,27732,,
,,,,,,3/11/2025,27687,,
,,,,,,3/12/2025,27960,,
,,,,,,3/13/2025,28104,,
,,,,,,3/14/2025,28091,,
,,,,,,3/17/2025,27338,,
,,,,,,3/18/2025,27208,,
,,,,,,3/19/2025,27046,,
,,,,,,3/20/2025,26785,,
,,,,,,3/21/2025,26628,,
,,,,,,3/25/2025,26442,,
,,,,,,3/26/2025,26251,,
,,,,,,3/27/2025,26223,,
